SessionID,DeviceType,Country,ReferralSource,Purchased,MaxStepOrder,Timestamp,furthest_step
session_3378,Tablet,UK,Social Media,0,1,2025-08-20 18:53:26,product_page
session_3379,Mobile,USA,Google,0,1,2025-05-06 04:58:22,product_page
session_338,Mobile,USA,Google,0,2,2025-02-09 06:18:57,cart
session_3380,Tablet,Australia,Direct,0,1,2025-07-24 19:36:14,product_page
session_3381,Tablet,Canada,Email,0,0,2025-07-09 09:48:34,home
session_3382,Desktop,India,Google,0,1,2025-05-31 03:10:44,product_page
session_3383,Desktop,Germany,Google,0,0,2025-04-25 11:57:58,home
session_3384,Mobile,USA,Direct,0,1,2025-06-05 23:53:12,product_page
session_3385,Desktop,France,Direct,1,4,2025-05-19 18:38:27,confirmation
session_3386,Tablet,UK,Email,1,4,2025-06-22 13:33:45,confirmation
session_3387,Tablet,Canada,Google,0,1,2025-04-17 00:41:52,product_page
session_3388,Tablet,USA,Direct,0,1,2025-06-10 17:59:20,product_page
session_3389,Mobile,UK,Google,0,1,2025-06-15 04:44:20,product_page
session_339,Mobile,USA,Google,1,4,2025-08-29 17:26:11,confirmation
session_3390,Desktop,UK,Google,0,1,2025-04-24 02:03:51,product_page
session_3391,Desktop,USA,Google,0,1,2025-08-14 08:43:55,product_page
session_3392,Mobile,Australia,Social Media,0,2,2025-06-17 13:49:14,cart
session_3393,Desktop,UK,Google,0,1,2025-08-09 22:39:02,product_page
session_3394,Mobile,Canada,Google,0,1,2025-02-26 12:16:15,product_page
session_3395,Mobile,India,Social Media,1,4,2025-03-12 09:09:57,confirmation
session_3396,Tablet,Australia,Email,0,1,2025-05-25 06:33:32,product_page
session_3397,Desktop,India,Email,0,1,2025-01-12 09:15:08,product_page
session_3398,Mobile,France,Social Media,1,4,2025-07-04 20:17:07,confirmation
session_3399,Desktop,Canada,Direct,0,0,2025-08-29 09:08:09,home
session_34,Tablet,USA,Google,1,4,2025-08-09 14:02:55,confirmation
session_340,Tablet,USA,Google,0,1,2025-01-14 13:47:31,product_page
session_3400,Desktop,UK,Social Media,0,0,2025-03-02 00:19:45,home
session_3401,Tablet,Germany,Email,0,1,2025-02-11 22:36:25,product_page
session_3402,Mobile,UK,Direct,0,1,2025-08-01 03:54:00,product_page
session_3403,Desktop,USA,Social Media,0,1,2025-06-29 17:57:53,product_page
session_3404,Tablet,France,Email,0,1,2025-06-02 20:11:41,product_page
session_3405,Desktop,USA,Direct,0,0,2025-05-30 17:32:35,home
session_3406,Mobile,Germany,Google,1,4,2025-01-29 06:39:13,confirmation
session_3407,Desktop,USA,Direct,0,1,2025-01-13 00:28:14,product_page
session_3408,Mobile,Australia,Direct,0,0,2025-05-05 22:03:08,home
session_3409,Desktop,Australia,Email,0,1,2025-01-12 03:24:07,product_page
session_341,Mobile,Canada,Google,0,1,2025-02-24 22:39:47,product_page
session_3410,Desktop,France,Social Media,0,0,2025-04-01 07:20:30,home
session_3411,Desktop,Australia,Social Media,1,4,2025-04-20 17:57:27,confirmation
session_3412,Mobile,France,Email,0,1,2025-01-08 07:26:41,product_page
session_3413,Tablet,Canada,Google,0,1,2025-02-21 08:42:07,product_page
session_3414,Mobile,France,Google,1,4,2025-01-07 03:41:46,confirmation
session_3415,Mobile,Canada,Social Media,0,1,2025-03-22 14:31:10,product_page
session_3416,Tablet,India,Direct,0,1,2025-01-25 02:31:04,product_page
session_3417,Mobile,Germany,Email,0,0,2025-05-20 18:34:58,home
session_3418,Tablet,Australia,Direct,1,4,2025-01-23 01:23:01,confirmation
session_3419,Tablet,France,Email,0,0,2025-06-22 15:40:56,home
session_342,Tablet,India,Email,0,1,2025-06-04 16:36:57,product_page
session_3420,Tablet,Germany,Google,1,4,2025-03-27 05:12:09,confirmation
session_3421,Desktop,France,Direct,0,0,2025-07-09 17:19:11,home
session_3422,Desktop,France,Email,0,1,2025-03-28 15:25:43,product_page
session_3423,Desktop,India,Social Media,0,1,2025-02-04 00:18:46,product_page
session_3424,Mobile,France,Google,0,1,2025-05-31 17:03:22,product_page
session_3425,Tablet,France,Email,0,1,2025-08-18 19:34:16,product_page
session_3426,Desktop,France,Social Media,0,0,2025-08-19 14:49:41,home
session_3427,Tablet,USA,Google,1,4,2025-07-10 18:51:14,confirmation
session_3428,Tablet,UK,Direct,0,1,2025-01-04 06:20:52,product_page
session_3429,Desktop,USA,Direct,0,0,2025-02-28 23:54:04,home
session_343,Mobile,USA,Social Media,1,4,2025-03-14 12:05:59,confirmation
session_3430,Tablet,France,Google,1,4,2025-02-12 04:35:36,confirmation
session_3431,Desktop,France,Direct,0,1,2025-06-13 08:21:04,product_page
session_3432,Desktop,Australia,Email,0,1,2025-04-19 09:27:14,product_page
session_3433,Mobile,UK,Google,0,1,2025-05-03 13:10:10,product_page
session_3434,Desktop,France,Email,0,1,2025-04-19 07:15:56,product_page
session_3435,Desktop,France,Google,1,4,2025-04-24 01:55:52,confirmation
session_3436,Mobile,India,Google,0,1,2025-02-02 15:41:54,product_page
session_3437,Mobile,France,Social Media,0,2,2025-06-06 14:21:08,cart
session_3438,Tablet,Germany,Email,0,1,2025-07-13 21:25:49,product_page
session_3439,Desktop,Australia,Google,0,3,2025-01-03 03:35:05,checkout
session_344,Desktop,Germany,Direct,0,3,2025-06-05 08:02:59,checkout
session_3440,Mobile,USA,Email,1,4,2025-06-11 15:44:47,confirmation
session_3441,Mobile,India,Google,0,0,2025-01-11 21:15:34,home
session_3442,Desktop,Australia,Direct,0,1,2025-07-31 12:00:08,product_page
session_3443,Mobile,USA,Google,0,0,2025-03-08 13:27:53,home
session_3444,Mobile,UK,Google,0,1,2025-06-10 22:38:46,product_page
session_3445,Mobile,UK,Social Media,1,4,2025-06-16 14:45:30,confirmation
session_3446,Desktop,India,Direct,0,0,2025-07-03 02:44:43,home
session_3447,Mobile,UK,Direct,0,0,2025-07-24 12:32:34,home
session_3448,Mobile,France,Email,0,1,2025-07-07 07:45:00,product_page
session_3449,Tablet,India,Google,0,2,2025-07-31 16:47:30,cart
session_345,Tablet,France,Email,0,1,2025-01-24 23:12:54,product_page
session_3450,Desktop,India,Social Media,0,1,2025-02-10 19:45:31,product_page
session_3451,Tablet,France,Email,0,1,2025-04-27 08:27:47,product_page
session_3452,Desktop,Germany,Social Media,0,0,2025-02-16 21:50:17,home
session_3453,Mobile,UK,Email,1,4,2025-01-22 17:05:00,confirmation
session_3454,Mobile,Australia,Direct,0,1,2025-03-31 13:54:20,product_page
session_3455,Desktop,India,Google,0,1,2025-05-18 01:04:25,product_page
session_3456,Mobile,France,Email,0,1,2025-06-05 21:19:45,product_page
session_3457,Desktop,India,Social Media,0,1,2025-08-27 09:19:10,product_page
session_3458,Mobile,France,Social Media,0,1,2025-08-01 13:35:14,product_page
session_3459,Mobile,France,Google,0,2,2025-05-29 10:28:50,cart
session_346,Tablet,France,Email,0,1,2025-02-18 18:11:17,product_page
session_3460,Tablet,India,Social Media,0,2,2025-06-29 11:29:06,cart
session_3461,Desktop,France,Direct,1,4,2025-03-22 01:09:26,confirmation
session_3462,Mobile,Germany,Direct,0,1,2025-06-27 06:35:25,product_page
session_3463,Mobile,India,Google,1,4,2025-04-22 03:27:04,confirmation
session_3464,Tablet,Germany,Google,0,0,2025-01-09 00:07:54,home
session_3465,Mobile,UK,Social Media,0,2,2025-02-16 09:54:12,cart
session_3466,Tablet,Canada,Email,0,1,2025-05-30 07:33:02,product_page
session_3467,Tablet,Germany,Email,1,4,2025-01-30 12:40:19,confirmation
session_3468,Tablet,Germany,Google,0,0,2025-07-08 12:51:48,home
session_3469,Mobile,UK,Direct,0,1,2025-04-07 04:22:06,product_page
session_347,Mobile,UK,Email,0,1,2025-08-31 20:13:24,product_page
session_3470,Desktop,USA,Direct,0,1,2025-03-23 16:23:23,product_page
session_3471,Desktop,France,Social Media,0,1,2025-01-13 12:28:23,product_page
session_3472,Mobile,Germany,Email,1,4,2025-06-27 03:54:20,confirmation
session_3473,Mobile,Canada,Social Media,0,1,2025-01-08 08:54:03,product_page
session_3474,Tablet,USA,Social Media,1,4,2025-02-24 16:16:45,confirmation
session_3475,Desktop,India,Email,0,0,2025-06-11 20:40:08,home
session_3476,Mobile,UK,Social Media,0,2,2025-07-21 06:27:08,cart
session_3477,Tablet,India,Email,0,1,2025-05-20 06:24:26,product_page
session_3478,Desktop,UK,Email,1,4,2025-02-19 02:44:21,confirmation
session_3479,Mobile,France,Social Media,1,4,2025-06-16 13:41:32,confirmation
session_348,Mobile,Canada,Google,0,1,2025-08-10 01:36:44,product_page
session_3480,Mobile,Germany,Direct,1,4,2025-05-19 21:54:01,confirmation
session_3481,Desktop,Canada,Google,0,0,2025-01-22 09:49:37,home
session_3482,Mobile,India,Email,1,4,2025-06-04 20:08:30,confirmation
session_3483,Desktop,USA,Direct,0,1,2025-07-14 20:37:22,product_page
session_3484,Tablet,Germany,Direct,0,2,2025-07-29 22:16:11,cart
session_3485,Tablet,France,Social Media,0,1,2025-06-19 16:41:29,product_page
session_3486,Tablet,Canada,Email,1,4,2025-08-01 18:20:20,confirmation
session_3487,Desktop,France,Direct,0,2,2025-07-15 13:07:24,cart
session_3488,Desktop,Australia,Google,0,2,2025-02-27 18:24:44,cart
session_3489,Tablet,UK,Social Media,0,0,2025-06-21 21:38:55,home
session_349,Desktop,India,Email,0,1,2025-07-15 10:20:05,product_page
session_3490,Mobile,Australia,Email,0,2,2025-03-18 11:00:32,cart
session_3491,Desktop,Germany,Direct,0,1,2025-08-08 04:18:39,product_page
session_3492,Tablet,France,Email,0,1,2025-08-12 05:19:10,product_page
session_3493,Desktop,USA,Social Media,0,1,2025-05-19 23:05:46,product_page
session_3494,Mobile,USA,Email,0,1,2025-04-11 05:57:06,product_page
session_3495,Desktop,UK,Google,0,0,2025-07-11 16:46:15,home
session_3496,Desktop,Australia,Direct,0,1,2025-05-04 06:10:28,product_page
session_3497,Tablet,India,Email,0,2,2025-02-01 22:30:30,cart
session_3498,Desktop,USA,Direct,0,0,2025-03-19 05:44:32,home
session_3499,Mobile,Australia,Google,0,2,2025-01-01 11:21:28,cart
session_35,Mobile,USA,Social Media,0,1,2025-06-23 22:52:19,product_page
session_350,Tablet,France,Google,1,4,2025-06-19 14:32:09,confirmation
session_3500,Mobile,France,Social Media,1,4,2025-03-12 15:51:31,confirmation
session_3501,Tablet,Canada,Email,0,1,2025-08-02 13:37:58,product_page
session_3502,Mobile,Australia,Email,0,0,2025-05-06 03:40:15,home
session_3503,Mobile,Canada,Email,0,1,2025-01-16 12:31:02,product_page
session_3504,Tablet,Australia,Direct,0,0,2025-06-30 18:55:40,home
session_3505,Tablet,UK,Google,0,1,2025-03-27 01:37:50,product_page
session_3506,Desktop,India,Email,0,1,2025-02-27 04:39:10,product_page
session_3507,Tablet,France,Email,0,0,2025-05-14 09:49:58,home
session_3508,Desktop,Australia,Google,0,0,2025-04-12 11:40:21,home
session_3509,Tablet,India,Google,0,0,2025-03-09 02:45:41,home
session_351,Tablet,Australia,Direct,0,1,2025-05-09 13:29:02,product_page
session_3510,Tablet,UK,Email,0,2,2025-08-05 17:25:11,cart
session_3511,Desktop,Germany,Email,0,1,2025-08-16 16:00:44,product_page
session_3512,Mobile,Australia,Social Media,0,0,2025-03-27 10:34:54,home
session_3513,Desktop,India,Direct,0,1,2025-03-30 02:57:54,product_page
session_3514,Mobile,Australia,Direct,0,1,2025-08-01 05:04:28,product_page
session_3515,Desktop,UK,Google,0,1,2025-05-14 21:15:44,product_page
session_3516,Tablet,Canada,Social Media,0,0,2025-07-25 23:27:51,home
session_3517,Desktop,Australia,Direct,0,1,2025-08-29 12:45:34,product_page
session_3518,Desktop,France,Email,0,1,2025-06-05 00:00:21,product_page
session_3519,Desktop,UK,Email,1,4,2025-05-20 19:35:00,confirmation
session_352,Desktop,India,Direct,1,4,2025-03-21 02:18:43,confirmation
session_3520,Mobile,India,Direct,0,1,2025-04-03 01:05:49,product_page
session_3521,Mobile,Canada,Direct,0,0,2025-02-14 15:17:00,home
session_3522,Mobile,Australia,Google,0,0,2025-04-03 11:45:11,home
session_3523,Desktop,India,Direct,1,4,2025-07-13 14:16:26,confirmation
session_3524,Mobile,Germany,Social Media,0,1,2025-04-15 09:24:06,product_page
session_3525,Mobile,Canada,Direct,0,2,2025-02-10 11:28:42,cart
session_3526,Tablet,Germany,Direct,0,1,2025-04-30 02:34:45,product_page
session_3527,Mobile,Germany,Email,0,1,2025-08-12 09:56:04,product_page
session_3528,Tablet,India,Google,0,1,2025-04-02 16:32:46,product_page
session_3529,Tablet,USA,Email,0,1,2025-01-23 04:49:00,product_page
session_353,Desktop,France,Google,0,0,2025-08-11 13:59:58,home
session_3530,Desktop,India,Google,1,4,2025-08-08 21:18:01,confirmation
session_3531,Desktop,Germany,Email,1,4,2025-07-12 18:31:29,confirmation
session_3532,Mobile,UK,Social Media,0,1,2025-08-16 15:39:20,product_page
session_3533,Mobile,France,Google,0,1,2025-04-25 13:03:25,product_page
session_3534,Tablet,USA,Email,0,1,2025-06-05 10:12:51,product_page
session_3535,Tablet,India,Direct,0,1,2025-03-19 03:14:12,product_page
session_3536,Tablet,USA,Google,0,2,2025-05-14 23:08:48,cart
session_3537,Mobile,USA,Email,1,4,2025-03-24 15:55:25,confirmation
session_3538,Tablet,Canada,Direct,0,2,2025-02-11 11:48:15,cart
session_3539,Tablet,UK,Google,1,4,2025-01-28 10:25:58,confirmation
session_354,Tablet,Canada,Google,1,4,2025-05-21 17:19:17,confirmation
session_3540,Tablet,USA,Direct,0,1,2025-07-09 05:29:51,product_page
session_3541,Tablet,Australia,Email,1,4,2025-04-07 12:50:56,confirmation
session_3542,Desktop,UK,Google,0,1,2025-02-18 09:09:39,product_page
session_3543,Desktop,France,Google,0,1,2025-01-15 13:30:59,product_page
session_3544,Tablet,Germany,Email,0,0,2025-06-04 03:58:34,home
session_3545,Desktop,UK,Social Media,0,1,2025-03-30 01:02:29,product_page
session_3546,Tablet,France,Direct,0,0,2025-08-12 04:00:48,home
session_3547,Mobile,USA,Email,0,2,2025-04-12 14:44:31,cart
session_3548,Tablet,Germany,Direct,0,1,2025-04-11 11:20:10,product_page
session_3549,Mobile,UK,Email,0,2,2025-08-21 17:52:41,cart
session_355,Mobile,USA,Social Media,1,4,2025-05-27 07:40:42,confirmation
session_3550,Mobile,Canada,Direct,0,1,2025-03-08 18:21:42,product_page
session_3551,Tablet,Australia,Google,1,4,2025-03-03 03:50:41,confirmation
session_3552,Tablet,USA,Email,0,0,2025-07-03 00:05:50,home
session_3553,Tablet,France,Email,0,1,2025-08-01 10:33:10,product_page
session_3554,Mobile,USA,Social Media,0,0,2025-03-06 11:25:10,home
session_3555,Desktop,India,Social Media,0,0,2025-04-07 17:08:22,home
session_3556,Desktop,India,Email,1,4,2025-01-13 03:31:48,confirmation
session_3557,Desktop,UK,Social Media,1,4,2025-03-23 12:47:55,confirmation
session_3558,Mobile,USA,Social Media,0,1,2025-03-20 04:20:22,product_page
session_3559,Desktop,Australia,Email,0,1,2025-08-22 05:51:13,product_page
session_356,Desktop,Australia,Google,0,3,2025-08-19 08:19:27,checkout
session_3560,Mobile,India,Email,0,0,2025-08-07 22:26:00,home
session_3561,Tablet,UK,Social Media,0,1,2025-07-15 14:02:13,product_page
session_3562,Desktop,Germany,Social Media,0,1,2025-05-07 03:33:35,product_page
session_3563,Mobile,USA,Direct,0,0,2025-06-24 23:43:47,home
session_3564,Desktop,UK,Google,0,1,2025-03-08 09:15:44,product_page
session_3565,Mobile,Canada,Direct,0,1,2025-02-20 00:40:14,product_page
session_3566,Desktop,Australia,Google,1,4,2025-07-20 09:42:48,confirmation
session_3567,Tablet,UK,Google,0,1,2025-05-21 22:48:39,product_page
session_3568,Desktop,Canada,Google,0,1,2025-08-09 10:38:12,product_page
session_3569,Desktop,Canada,Direct,0,0,2025-08-04 09:55:00,home
session_357,Mobile,UK,Email,0,2,2025-01-29 20:20:26,cart
session_3570,Mobile,Germany,Google,1,4,2025-03-11 22:43:40,confirmation
session_3571,Tablet,USA,Google,0,1,2025-08-06 10:28:39,product_page
session_3572,Desktop,Australia,Social Media,1,4,2025-07-22 07:01:12,confirmation
session_3573,Desktop,Germany,Email,0,1,2025-01-17 17:06:34,product_page
session_3574,Mobile,France,Google,0,1,2025-01-20 00:50:20,product_page
session_3575,Desktop,USA,Direct,0,1,2025-07-23 10:54:14,product_page
session_3576,Tablet,France,Social Media,1,4,2025-03-23 07:54:53,confirmation
session_3577,Desktop,Australia,Social Media,0,2,2025-06-26 08:27:04,cart
session_3578,Mobile,India,Direct,1,4,2025-04-04 08:36:53,confirmation
session_3579,Desktop,France,Direct,0,1,2025-04-12 13:35:01,product_page
session_358,Mobile,France,Google,0,0,2025-04-26 16:59:47,home
session_3580,Tablet,USA,Email,0,1,2025-07-27 21:07:49,product_page
session_3581,Tablet,France,Email,0,0,2025-02-25 19:14:12,home
session_3582,Mobile,Canada,Social Media,0,1,2025-08-19 17:41:31,product_page
session_3583,Mobile,USA,Email,0,0,2025-08-27 05:19:47,home
session_3584,Tablet,Canada,Direct,1,4,2025-08-27 08:32:49,confirmation
session_3585,Desktop,Canada,Email,0,1,2025-08-13 13:34:50,product_page
session_3586,Desktop,France,Direct,0,0,2025-03-18 14:22:42,home
session_3587,Tablet,UK,Email,1,4,2025-05-08 19:04:32,confirmation
session_3588,Desktop,Germany,Google,0,0,2025-06-13 18:41:10,home
session_3589,Desktop,India,Social Media,1,4,2025-01-13 20:33:34,confirmation
session_359,Mobile,Canada,Google,0,3,2025-07-03 19:56:18,checkout
session_3590,Mobile,UK,Direct,0,1,2025-01-20 04:20:15,product_page
session_3591,Tablet,UK,Email,0,1,2025-05-26 12:05:55,product_page
session_3592,Mobile,Germany,Email,0,0,2025-07-04 06:30:02,home
session_3593,Desktop,UK,Google,0,1,2025-02-20 07:57:35,product_page
session_3594,Desktop,India,Direct,0,2,2025-03-07 16:55:33,cart
session_3595,Desktop,Australia,Social Media,0,1,2025-02-02 18:19:55,product_page
session_3596,Tablet,Germany,Google,0,1,2025-05-15 09:59:20,product_page
session_3597,Tablet,France,Email,0,1,2025-02-19 22:41:30,product_page
session_3598,Tablet,India,Google,0,0,2025-07-16 14:29:41,home
session_3599,Desktop,UK,Email,0,0,2025-02-02 16:40:35,home
session_36,Tablet,Canada,Direct,0,1,2025-07-12 08:13:47,product_page
session_360,Tablet,USA,Email,0,1,2025-03-29 19:50:11,product_page
session_3600,Tablet,USA,Email,0,0,2025-05-17 05:59:38,home
session_3601,Mobile,USA,Direct,0,1,2025-05-20 21:17:18,product_page
session_3602,Desktop,France,Google,1,4,2025-05-26 08:05:19,confirmation
session_3603,Mobile,Germany,Google,0,1,2025-05-21 01:31:24,product_page
session_3604,Mobile,Germany,Social Media,0,0,2025-03-04 16:53:32,home
session_3605,Tablet,UK,Social Media,0,0,2025-08-24 09:54:34,home
session_3606,Mobile,India,Email,0,1,2025-02-17 15:43:01,product_page
session_3607,Tablet,USA,Google,0,2,2025-07-04 02:09:59,cart
session_3608,Desktop,Germany,Google,0,1,2025-01-20 10:32:06,product_page
session_3609,Desktop,Canada,Google,0,1,2025-04-23 02:45:32,product_page
session_361,Tablet,India,Social Media,0,2,2025-02-15 10:22:03,cart
session_3610,Desktop,USA,Email,0,1,2025-06-25 14:43:53,product_page
session_3611,Mobile,Germany,Google,0,0,2025-08-29 21:20:29,home
session_3612,Desktop,India,Social Media,0,1,2025-03-06 08:36:33,product_page
session_3613,Desktop,France,Social Media,0,1,2025-03-07 05:47:14,product_page
session_3614,Mobile,Canada,Social Media,0,1,2025-01-10 13:48:05,product_page
session_3615,Mobile,Germany,Social Media,1,4,2025-03-01 18:57:06,confirmation
session_3616,Mobile,Canada,Google,0,1,2025-07-24 11:28:13,product_page
session_3617,Desktop,Australia,Google,0,2,2025-05-28 20:37:27,cart
session_3618,Desktop,France,Social Media,0,1,2025-02-19 03:30:05,product_page
session_3619,Mobile,France,Social Media,1,4,2025-02-25 00:06:54,confirmation
session_362,Desktop,UK,Direct,0,0,2025-03-26 13:32:13,home
session_3620,Mobile,Germany,Email,0,1,2025-03-25 22:49:31,product_page
session_3621,Tablet,France,Social Media,0,1,2025-03-26 05:41:17,product_page
session_3622,Desktop,India,Direct,0,1,2025-08-05 06:49:25,product_page
session_3623,Tablet,Canada,Social Media,0,1,2025-08-07 13:29:32,product_page
session_3624,Desktop,Germany,Direct,0,1,2025-05-03 03:07:31,product_page
session_3625,Desktop,Canada,Email,0,1,2025-07-01 05:29:29,product_page
session_3626,Mobile,Australia,Social Media,0,0,2025-04-10 19:44:55,home
session_3627,Tablet,India,Direct,0,1,2025-01-06 09:27:21,product_page
session_3628,Desktop,USA,Direct,0,2,2025-02-11 09:07:47,cart
session_3629,Tablet,Australia,Direct,0,1,2025-03-04 07:37:52,product_page
session_363,Desktop,India,Social Media,0,1,2025-07-08 11:56:05,product_page
session_3630,Desktop,Germany,Google,1,4,2025-02-26 00:43:55,confirmation
session_3631,Tablet,Canada,Email,0,1,2025-03-09 10:42:45,product_page
session_3632,Tablet,USA,Email,0,1,2025-04-01 10:28:27,product_page
session_3633,Mobile,Germany,Social Media,0,1,2025-04-24 22:01:19,product_page
session_3634,Tablet,UK,Social Media,0,1,2025-06-20 21:08:07,product_page
session_3635,Desktop,Germany,Google,0,2,2025-05-22 13:28:04,cart
session_3636,Tablet,USA,Social Media,0,1,2025-06-06 12:11:02,product_page
session_3637,Desktop,France,Social Media,1,4,2025-03-25 03:46:23,confirmation
session_3638,Desktop,France,Google,1,4,2025-06-14 19:16:28,confirmation
session_3639,Tablet,UK,Social Media,1,4,2025-04-25 01:39:00,confirmation
session_364,Desktop,Germany,Social Media,0,0,2025-07-04 00:58:12,home
session_3640,Tablet,France,Social Media,0,0,2025-07-29 00:46:09,home
session_3641,Tablet,Australia,Social Media,0,1,2025-03-29 13:26:08,product_page
session_3642,Mobile,UK,Google,0,0,2025-01-27 12:59:42,home
session_3643,Desktop,India,Direct,1,4,2025-01-01 23:49:54,confirmation
session_3644,Tablet,USA,Direct,0,1,2025-06-26 05:37:03,product_page
session_3645,Tablet,Germany,Google,0,0,2025-05-10 04:32:19,home
session_3646,Tablet,Australia,Email,1,4,2025-04-02 11:10:52,confirmation
session_3647,Tablet,Canada,Social Media,0,3,2025-01-08 09:33:22,checkout
session_3648,Tablet,Germany,Google,0,0,2025-07-05 07:22:17,home
session_3649,Mobile,India,Google,0,0,2025-02-19 00:13:11,home
session_365,Desktop,UK,Direct,0,1,2025-04-08 13:52:26,product_page
session_3650,Tablet,Canada,Social Media,1,4,2025-05-25 19:04:39,confirmation
session_3651,Tablet,France,Google,0,1,2025-06-04 18:15:35,product_page
session_3652,Tablet,Australia,Direct,0,1,2025-05-04 17:01:22,product_page
session_3653,Tablet,India,Google,0,1,2025-05-17 19:08:33,product_page
session_3654,Mobile,Canada,Google,1,4,2025-05-19 17:12:27,confirmation
session_3655,Tablet,USA,Email,0,1,2025-01-03 12:14:34,product_page
session_3656,Desktop,Australia,Direct,1,4,2025-08-04 18:50:35,confirmation
session_3657,Desktop,UK,Direct,0,1,2025-08-09 17:30:57,product_page
session_3658,Desktop,Australia,Direct,0,2,2025-03-16 12:05:49,cart
session_3659,Tablet,India,Email,1,4,2025-08-27 13:06:28,confirmation
session_366,Mobile,UK,Email,0,2,2025-01-21 09:07:41,cart
session_3660,Tablet,Canada,Google,0,1,2025-04-01 15:31:18,product_page
session_3661,Tablet,Canada,Google,0,0,2025-06-18 07:25:15,home
session_3662,Desktop,Germany,Social Media,1,4,2025-01-16 12:43:29,confirmation
session_3663,Desktop,India,Direct,1,4,2025-07-14 09:40:36,confirmation
session_3664,Desktop,USA,Google,0,1,2025-05-13 01:57:56,product_page
session_3665,Mobile,Germany,Social Media,0,1,2025-05-18 12:04:44,product_page
session_3666,Desktop,USA,Direct,0,1,2025-03-27 17:48:54,product_page
session_3667,Desktop,France,Email,0,1,2025-04-21 17:14:25,product_page
session_3668,Tablet,UK,Google,1,4,2025-07-29 12:32:23,confirmation
session_3669,Mobile,France,Email,0,0,2025-03-23 17:08:21,home
session_367,Tablet,Canada,Email,0,1,2025-03-21 02:58:55,product_page
session_3670,Mobile,France,Direct,1,4,2025-08-06 12:02:29,confirmation
session_3671,Mobile,Australia,Direct,1,4,2025-02-06 00:59:32,confirmation
session_3672,Desktop,UK,Email,1,4,2025-01-22 18:58:11,confirmation
session_3673,Tablet,Germany,Google,0,1,2025-06-16 15:56:45,product_page
session_3674,Tablet,UK,Social Media,0,1,2025-05-01 19:52:33,product_page
session_3675,Tablet,USA,Social Media,0,1,2025-07-05 00:56:37,product_page
session_3676,Mobile,Canada,Social Media,0,1,2025-06-07 22:15:12,product_page
session_3677,Desktop,India,Social Media,0,1,2025-01-16 04:09:11,product_page
session_3678,Desktop,UK,Social Media,0,1,2025-04-25 10:39:15,product_page
session_3679,Mobile,France,Direct,1,4,2025-08-07 20:22:06,confirmation
session_368,Tablet,France,Email,0,0,2025-03-30 03:22:54,home
session_3680,Mobile,Canada,Email,0,2,2025-02-24 00:01:34,cart
session_3681,Tablet,Australia,Google,0,0,2025-02-06 20:30:25,home
session_3682,Desktop,Canada,Direct,0,2,2025-01-16 19:36:54,cart
session_3683,Mobile,France,Social Media,0,0,2025-07-21 10:27:24,home
session_3684,Mobile,France,Direct,0,1,2025-05-18 10:48:00,product_page
session_3685,Mobile,Germany,Direct,0,1,2025-01-30 08:10:57,product_page
session_3686,Mobile,India,Social Media,1,4,2025-02-19 15:47:33,confirmation
session_3687,Desktop,Germany,Direct,1,4,2025-05-28 22:46:04,confirmation
session_3688,Desktop,Germany,Social Media,0,1,2025-08-30 05:51:43,product_page
session_3689,Tablet,Canada,Direct,0,1,2025-03-10 04:34:16,product_page
session_369,Mobile,UK,Google,0,0,2025-03-19 15:40:48,home
session_3690,Tablet,Australia,Email,1,4,2025-05-27 05:47:31,confirmation
session_3691,Desktop,Australia,Social Media,0,3,2025-03-06 01:41:45,checkout
session_3692,Tablet,Australia,Direct,0,2,2025-08-21 12:42:34,cart
session_3693,Desktop,Germany,Social Media,0,1,2025-08-18 00:40:41,product_page
session_3694,Mobile,France,Google,0,1,2025-07-11 03:43:55,product_page
session_3695,Tablet,USA,Google,0,3,2025-05-02 09:58:42,checkout
session_3696,Tablet,UK,Social Media,0,1,2025-08-07 22:01:48,product_page
session_3697,Mobile,Australia,Social Media,0,1,2025-06-15 21:05:53,product_page
session_3698,Tablet,USA,Social Media,0,0,2025-06-07 20:44:15,home
session_3699,Tablet,UK,Google,0,1,2025-08-16 13:12:12,product_page
session_37,Mobile,Australia,Direct,0,3,2025-03-21 12:20:03,checkout
session_370,Desktop,Germany,Social Media,0,0,2025-07-28 13:54:56,home
session_3700,Tablet,UK,Email,0,2,2025-07-11 22:24:40,cart
session_3701,Mobile,Australia,Google,0,1,2025-01-13 07:51:58,product_page
session_3702,Desktop,Australia,Direct,0,1,2025-06-09 08:40:56,product_page
session_3703,Mobile,France,Social Media,0,1,2025-01-15 17:49:05,product_page
session_3704,Mobile,Australia,Google,0,0,2025-08-05 19:58:25,home
session_3705,Tablet,France,Direct,0,2,2025-03-18 01:02:14,cart
session_3706,Tablet,Canada,Social Media,0,0,2025-07-10 17:24:52,home
session_3707,Mobile,USA,Direct,0,0,2025-04-15 18:16:39,home
session_3708,Tablet,India,Direct,0,1,2025-01-30 18:53:00,product_page
session_3709,Tablet,Canada,Direct,0,1,2025-07-22 11:05:47,product_page
session_371,Mobile,USA,Direct,0,1,2025-01-07 23:13:17,product_page
session_3710,Mobile,USA,Direct,0,2,2025-07-30 16:05:36,cart
session_3711,Tablet,Australia,Direct,0,1,2025-03-26 20:06:23,product_page
