SessionID,PageType,StepOrder,Timestamp,TimeOnPage_seconds,ItemsInCart
session_2296,product_page,1,2025-08-17 18:12:28,27,0
session_2296,cart,2,2025-08-17 18:12:44,16,4
session_2296,checkout,3,2025-08-17 18:14:09,85,4
session_2296,confirmation,4,2025-08-17 18:15:54,105,0
session_2297,home,0,2025-06-17 16:19:44,169,0
session_2297,product_page,1,2025-06-17 16:22:07,143,0
session_2298,home,0,2025-08-22 23:49:34,123,0
session_2298,product_page,1,2025-08-22 23:50:45,71,0
session_2299,home,0,2025-05-02 18:38:17,180,0
session_2300,home,0,2025-08-02 04:24:34,159,0
session_2301,home,0,2025-03-19 10:30:02,88,0
session_2301,product_page,1,2025-03-19 10:31:33,91,4
session_2301,cart,2,2025-03-19 10:32:28,55,4
session_2301,checkout,3,2025-03-19 10:33:49,81,4
session_2301,confirmation,4,2025-03-19 10:35:20,91,0
session_2302,home,0,2025-06-09 09:40:53,50,0
session_2302,product_page,1,2025-06-09 09:43:49,176,0
session_2303,home,0,2025-07-23 20:07:41,61,0
session_2303,product_page,1,2025-07-23 20:10:08,147,3
session_2304,home,0,2025-04-11 16:49:23,115,0
session_2304,product_page,1,2025-04-11 16:51:41,138,1
session_2304,cart,2,2025-04-11 16:53:28,107,1
session_2304,checkout,3,2025-04-11 16:54:25,57,1
session_2304,confirmation,4,2025-04-11 16:56:22,117,0
session_2305,home,0,2025-08-14 18:32:03,36,0
session_2305,product_page,1,2025-08-14 18:32:36,33,1
session_2306,home,0,2025-01-16 03:24:35,139,0
session_2306,product_page,1,2025-01-16 03:26:44,129,5
session_2307,home,0,2025-08-22 20:17:29,45,0
session_2308,home,0,2025-04-05 20:31:27,166,0
session_2309,home,0,2025-02-07 21:03:59,102,0
session_2309,product_page,1,2025-02-07 21:05:24,85,3
session_2310,home,0,2025-04-08 10:20:34,32,0
session_2310,product_page,1,2025-04-08 10:22:56,142,4
session_2311,home,0,2025-07-06 10:09:20,121,0
session_2311,product_page,1,2025-07-06 10:11:46,146,0
session_2311,cart,2,2025-07-06 10:13:09,83,0
session_2311,checkout,3,2025-07-06 10:16:04,175,3
session_2311,confirmation,4,2025-07-06 10:17:38,94,0
session_2312,home,0,2025-07-28 20:39:23,46,0
session_2312,product_page,1,2025-07-28 20:41:19,116,0
session_2313,home,0,2025-07-08 10:06:35,62,0
session_2313,product_page,1,2025-07-08 10:07:24,49,0
session_2314,home,0,2025-02-19 00:28:56,37,0
session_2314,product_page,1,2025-02-19 00:30:05,69,3
session_2314,cart,2,2025-02-19 00:31:27,82,3
session_2314,checkout,3,2025-02-19 00:34:10,163,3
session_2314,confirmation,4,2025-02-19 00:35:21,71,0
session_2315,home,0,2025-06-27 11:44:15,60,0
session_2315,product_page,1,2025-06-27 11:46:02,107,0
session_2315,cart,2,2025-06-27 11:47:11,69,0
session_2316,home,0,2025-07-29 00:02:49,54,0
session_2316,product_page,1,2025-07-29 00:05:00,131,3
session_2317,home,0,2025-02-12 23:58:15,43,0
session_2317,product_page,1,2025-02-12 23:58:46,31,0
session_2317,cart,2,2025-02-13 00:00:57,131,0
session_2317,checkout,3,2025-02-13 00:01:49,52,3
session_2317,confirmation,4,2025-02-13 00:03:40,111,0
session_2318,home,0,2025-03-29 01:37:30,142,0
session_2318,product_page,1,2025-03-29 01:39:21,111,2
session_2319,home,0,2025-01-19 09:21:19,149,0
session_2319,product_page,1,2025-01-19 09:23:57,158,0
session_2319,cart,2,2025-01-19 09:25:31,94,1
session_2319,checkout,3,2025-01-19 09:27:00,89,1
session_2319,confirmation,4,2025-01-19 09:28:37,97,0
session_2320,home,0,2025-08-25 10:44:05,39,0
session_2320,product_page,1,2025-08-25 10:44:44,39,0
session_2320,cart,2,2025-08-25 10:45:20,36,3
session_2320,checkout,3,2025-08-25 10:48:12,172,3
session_2320,confirmation,4,2025-08-25 10:50:58,166,0
session_2321,home,0,2025-05-09 01:40:06,145,0
session_2321,product_page,1,2025-05-09 01:41:46,100,0
session_2322,home,0,2025-06-19 22:38:21,125,0
session_2322,product_page,1,2025-06-19 22:40:16,115,0
session_2322,cart,2,2025-06-19 22:41:56,100,0
session_2322,checkout,3,2025-06-19 22:43:45,109,1
session_2322,confirmation,4,2025-06-19 22:46:39,174,0
session_2323,home,0,2025-05-07 12:13:50,130,0
session_2323,product_page,1,2025-05-07 12:14:31,41,3
session_2324,home,0,2025-06-07 09:03:33,33,0
session_2324,product_page,1,2025-06-07 09:06:08,155,4
session_2324,cart,2,2025-06-07 09:08:27,139,4
session_2324,checkout,3,2025-06-07 09:09:30,63,4
session_2324,confirmation,4,2025-06-07 09:12:07,157,0
session_2325,home,0,2025-07-12 22:28:30,101,0
session_2325,product_page,1,2025-07-12 22:29:53,83,0
session_2325,cart,2,2025-07-12 22:30:31,38,0
session_2325,checkout,3,2025-07-12 22:33:29,178,3
session_2325,confirmation,4,2025-07-12 22:35:17,108,0
session_2326,home,0,2025-04-16 01:02:00,73,0
session_2327,home,0,2025-01-13 20:17:12,165,0
session_2327,product_page,1,2025-01-13 20:18:47,95,0
session_2327,cart,2,2025-01-13 20:21:40,173,4
session_2328,home,0,2025-05-29 17:54:29,56,0
session_2328,product_page,1,2025-05-29 17:55:18,49,4
session_2329,home,0,2025-02-07 05:38:51,180,0
session_2329,product_page,1,2025-02-07 05:39:14,23,3
session_2330,home,0,2025-02-25 01:34:40,132,0
session_2330,product_page,1,2025-02-25 01:37:40,180,1
session_2331,home,0,2025-03-23 16:53:26,136,0
session_2331,product_page,1,2025-03-23 16:56:08,162,2
session_2332,home,0,2025-05-26 03:07:50,63,0
session_2333,home,0,2025-02-03 22:29:35,123,0
session_2333,product_page,1,2025-02-03 22:31:26,111,5
session_2334,home,0,2025-03-26 09:14:13,167,0
session_2334,product_page,1,2025-03-26 09:17:05,172,0
session_2334,cart,2,2025-03-26 09:17:50,45,0
session_2334,checkout,3,2025-03-26 09:19:49,119,3
session_2334,confirmation,4,2025-03-26 09:22:13,144,0
session_2335,home,0,2025-02-16 21:09:48,140,0
session_2335,product_page,1,2025-02-16 21:11:14,86,0
session_2336,home,0,2025-04-29 07:48:38,75,0
session_2336,product_page,1,2025-04-29 07:51:25,167,3
session_2337,home,0,2025-08-14 16:50:02,111,0
session_2337,product_page,1,2025-08-14 16:52:08,126,0
session_2337,cart,2,2025-08-14 16:52:53,45,2
session_2337,checkout,3,2025-08-14 16:55:29,156,2
session_2337,confirmation,4,2025-08-14 16:57:12,103,0
session_2338,home,0,2025-06-10 08:34:41,131,0
session_2338,product_page,1,2025-06-10 08:37:26,165,2
session_2339,home,0,2025-06-02 19:42:12,18,0
session_2339,product_page,1,2025-06-02 19:43:08,56,0
session_2339,cart,2,2025-06-02 19:43:34,26,1
session_2340,home,0,2025-06-24 18:20:39,167,0
session_2340,product_page,1,2025-06-24 18:21:22,43,2
session_2340,cart,2,2025-06-24 18:22:31,69,2
session_2341,home,0,2025-02-24 13:30:33,147,0
session_2341,product_page,1,2025-02-24 13:31:30,57,2
session_2342,home,0,2025-03-28 19:58:18,81,0
session_2343,home,0,2025-06-30 08:52:58,158,0
session_2343,product_page,1,2025-06-30 08:55:08,130,2
session_2344,home,0,2025-07-14 23:45:59,53,0
session_2345,home,0,2025-06-07 07:05:34,102,0
session_2345,product_page,1,2025-06-07 07:07:01,87,5
session_2346,home,0,2025-01-16 09:56:40,15,0
session_2346,product_page,1,2025-01-16 09:59:23,163,2
session_2347,home,0,2025-04-30 00:13:48,48,0
session_2347,product_page,1,2025-04-30 00:16:40,172,0
session_2348,home,0,2025-02-27 05:56:40,161,0
session_2348,product_page,1,2025-02-27 05:57:12,32,4
session_2348,cart,2,2025-02-27 05:59:17,125,4
session_2348,checkout,3,2025-02-27 06:00:18,61,4
session_2348,confirmation,4,2025-02-27 06:01:55,97,0
session_2349,home,0,2025-08-26 14:41:41,135,0
session_2349,product_page,1,2025-08-26 14:42:30,49,0
session_2350,home,0,2025-01-22 23:32:58,59,0
session_2350,product_page,1,2025-01-22 23:34:05,67,4
session_2351,home,0,2025-05-06 05:13:22,66,0
session_2351,product_page,1,2025-05-06 05:16:16,174,0
session_2351,cart,2,2025-05-06 05:18:36,140,5
session_2351,checkout,3,2025-05-06 05:20:48,132,5
session_2351,confirmation,4,2025-05-06 05:22:42,114,0
session_2352,home,0,2025-07-29 05:30:42,155,0
session_2352,product_page,1,2025-07-29 05:31:22,40,0
session_2353,home,0,2025-07-02 13:25:29,102,0
session_2354,home,0,2025-08-18 12:00:49,71,0
session_2354,product_page,1,2025-08-18 12:01:46,57,0
session_2355,home,0,2025-05-06 18:32:38,151,0
session_2355,product_page,1,2025-05-06 18:33:02,24,0
session_2356,home,0,2025-08-21 21:23:12,94,0
session_2357,home,0,2025-03-05 17:00:32,163,0
session_2357,product_page,1,2025-03-05 17:02:40,128,4
session_2358,home,0,2025-04-26 07:38:33,55,0
session_2358,product_page,1,2025-04-26 07:39:59,86,0
session_2359,home,0,2025-06-09 23:11:34,96,0
session_2359,product_page,1,2025-06-09 23:12:04,30,0
session_2360,home,0,2025-05-21 21:51:15,89,0
session_2360,product_page,1,2025-05-21 21:52:56,101,3
session_2361,home,0,2025-05-04 01:38:42,143,0
session_2361,product_page,1,2025-05-04 01:41:03,141,2
session_2362,home,0,2025-05-26 06:33:02,122,0
session_2362,product_page,1,2025-05-26 06:35:44,162,3
session_2363,home,0,2025-05-27 01:43:48,59,0
session_2363,product_page,1,2025-05-27 01:44:05,17,0
session_2364,home,0,2025-01-06 15:02:43,21,0
session_2364,product_page,1,2025-01-06 15:03:36,53,1
session_2365,home,0,2025-02-26 20:27:32,23,0
session_2365,product_page,1,2025-02-26 20:29:28,116,0
session_2365,cart,2,2025-02-26 20:30:18,50,0
session_2365,checkout,3,2025-02-26 20:31:40,82,3
session_2365,confirmation,4,2025-02-26 20:34:04,144,0
session_2366,home,0,2025-08-09 10:22:55,163,0
session_2366,product_page,1,2025-08-09 10:23:11,16,1
session_2366,cart,2,2025-08-09 10:23:30,19,1
session_2367,home,0,2025-03-27 01:04:09,87,0
session_2367,product_page,1,2025-03-27 01:06:51,162,4
session_2368,home,0,2025-02-04 18:06:55,15,0
session_2369,home,0,2025-05-27 04:30:36,77,0
session_2369,product_page,1,2025-05-27 04:32:55,139,5
session_2370,home,0,2025-06-08 16:45:09,23,0
session_2370,product_page,1,2025-06-08 16:46:30,81,5
session_2371,home,0,2025-03-07 14:07:50,36,0
session_2371,product_page,1,2025-03-07 14:10:30,160,1
session_2371,cart,2,2025-03-07 14:11:33,63,1
session_2372,home,0,2025-06-21 21:35:55,91,0
session_2372,product_page,1,2025-06-21 21:37:19,84,1
session_2372,cart,2,2025-06-21 21:40:13,174,1
session_2372,checkout,3,2025-06-21 21:41:12,59,1
session_2372,confirmation,4,2025-06-21 21:43:27,135,0
session_2373,home,0,2025-07-19 07:54:17,153,0
session_2374,home,0,2025-03-31 06:39:27,24,0
session_2374,product_page,1,2025-03-31 06:41:52,145,1
session_2375,home,0,2025-01-25 03:36:51,97,0
session_2375,product_page,1,2025-01-25 03:39:15,144,5
session_2375,cart,2,2025-01-25 03:39:57,42,5
session_2375,checkout,3,2025-01-25 03:41:30,93,5
session_2375,confirmation,4,2025-01-25 03:43:53,143,0
session_2376,home,0,2025-02-24 03:51:24,123,0
session_2376,product_page,1,2025-02-24 03:54:17,173,5
session_2377,home,0,2025-06-02 23:17:04,128,0
session_2377,product_page,1,2025-06-02 23:18:04,60,2
session_2378,home,0,2025-05-09 17:43:11,41,0
session_2378,product_page,1,2025-05-09 17:45:35,144,3
session_2379,home,0,2025-01-18 00:51:59,53,0
session_2380,home,0,2025-01-16 18:17:31,71,0
session_2380,product_page,1,2025-01-16 18:19:52,141,0
session_2381,home,0,2025-01-17 19:23:48,28,0
session_2381,product_page,1,2025-01-17 19:25:45,117,5
session_2381,cart,2,2025-01-17 19:27:26,101,5
session_2381,checkout,3,2025-01-17 19:29:00,94,5
session_2381,confirmation,4,2025-01-17 19:29:38,38,0
session_2382,home,0,2025-06-06 22:32:46,27,0
session_2382,product_page,1,2025-06-06 22:33:43,57,0
session_2382,cart,2,2025-06-06 22:33:58,15,3
session_2382,checkout,3,2025-06-06 22:36:13,135,3
session_2382,confirmation,4,2025-06-06 22:37:01,48,0
session_2383,home,0,2025-04-25 03:07:22,94,0
session_2384,home,0,2025-07-30 21:21:06,34,0
session_2384,product_page,1,2025-07-30 21:23:16,130,1
session_2385,home,0,2025-04-02 16:04:48,26,0
session_2385,product_page,1,2025-04-02 16:05:37,49,0
session_2386,home,0,2025-03-01 13:32:20,82,0
session_2386,product_page,1,2025-03-01 13:34:21,121,0
session_2387,home,0,2025-02-19 23:47:47,74,0
session_2387,product_page,1,2025-02-19 23:48:51,64,1
session_2388,home,0,2025-05-27 11:14:22,153,0
session_2388,product_page,1,2025-05-27 11:15:05,43,3
session_2388,cart,2,2025-05-27 11:16:46,101,3
session_2388,checkout,3,2025-05-27 11:19:41,175,3
session_2388,confirmation,4,2025-05-27 11:21:37,116,0
session_2389,home,0,2025-01-29 14:12:31,55,0
session_2389,product_page,1,2025-01-29 14:13:28,57,3
session_2389,cart,2,2025-01-29 14:14:51,83,3
session_2390,home,0,2025-06-15 16:40:55,34,0
session_2390,product_page,1,2025-06-15 16:41:16,21,1
session_2391,home,0,2025-05-29 18:08:34,139,0
session_2391,product_page,1,2025-05-29 18:11:34,180,2
session_2392,home,0,2025-06-27 06:02:21,105,0
session_2392,product_page,1,2025-06-27 06:03:14,53,5
session_2393,home,0,2025-03-28 17:54:19,23,0
session_2394,home,0,2025-06-13 11:27:36,77,0
session_2394,product_page,1,2025-06-13 11:28:40,64,4
session_2394,cart,2,2025-06-13 11:30:53,133,4
session_2394,checkout,3,2025-06-13 11:32:58,125,4
session_2394,confirmation,4,2025-06-13 11:35:31,153,0
session_2395,home,0,2025-04-20 15:40:20,85,0
session_2395,product_page,1,2025-04-20 15:43:12,172,2
session_2395,cart,2,2025-04-20 15:44:43,91,2
session_2395,checkout,3,2025-04-20 15:47:33,170,2
session_2395,confirmation,4,2025-04-20 15:49:24,111,0
session_2396,home,0,2025-01-12 01:35:19,79,0
session_2397,home,0,2025-06-13 06:10:00,50,0
session_2398,home,0,2025-07-20 18:43:44,86,0
session_2398,product_page,1,2025-07-20 18:46:21,157,0
session_2399,home,0,2025-08-04 03:10:20,33,0
session_2399,product_page,1,2025-08-04 03:12:54,154,0
session_2399,cart,2,2025-08-04 03:14:23,89,0
session_2400,home,0,2025-02-16 22:38:40,175,0
session_2401,home,0,2025-04-17 03:41:20,16,0
session_2401,product_page,1,2025-04-17 03:42:31,71,4
session_2401,cart,2,2025-04-17 03:45:27,176,4
session_2401,checkout,3,2025-04-17 03:47:22,115,4
session_2401,confirmation,4,2025-04-17 03:48:41,79,0
session_2402,home,0,2025-03-03 13:02:20,70,0
session_2402,product_page,1,2025-03-03 13:04:42,142,0
session_2403,home,0,2025-02-04 20:52:46,109,0
session_2404,home,0,2025-04-29 04:07:33,42,0
session_2404,product_page,1,2025-04-29 04:09:42,129,0
session_2405,home,0,2025-08-16 10:00:33,91,0
session_2405,product_page,1,2025-08-16 10:03:31,178,2
session_2406,home,0,2025-05-16 12:22:23,98,0
session_2406,product_page,1,2025-05-16 12:24:01,98,0
session_2407,home,0,2025-02-25 20:04:47,130,0
session_2407,product_page,1,2025-02-25 20:07:01,134,1
session_2407,cart,2,2025-02-25 20:09:44,163,1
session_2407,checkout,3,2025-02-25 20:12:13,149,1
session_2407,confirmation,4,2025-02-25 20:14:49,156,0
session_2408,home,0,2025-06-05 11:27:50,56,0
session_2408,product_page,1,2025-06-05 11:29:04,74,3
session_2408,cart,2,2025-06-05 11:30:22,78,3
session_2408,checkout,3,2025-06-05 11:32:49,147,3
session_2408,confirmation,4,2025-06-05 11:35:23,154,0
session_2409,home,0,2025-04-25 15:47:13,21,0
session_2410,home,0,2025-04-20 00:41:48,119,0
session_2410,product_page,1,2025-04-20 00:44:00,132,1
session_2410,cart,2,2025-04-20 00:45:58,118,1
session_2410,checkout,3,2025-04-20 00:46:15,17,1
session_2410,confirmation,4,2025-04-20 00:46:47,32,0
session_2411,home,0,2025-03-04 11:16:22,33,0
session_2411,product_page,1,2025-03-04 11:17:19,57,0
session_2412,home,0,2025-08-26 21:18:39,79,0
session_2412,product_page,1,2025-08-26 21:19:16,37,0
session_2413,home,0,2025-07-20 07:36:28,114,0
session_2413,product_page,1,2025-07-20 07:37:24,56,4
session_2413,cart,2,2025-07-20 07:37:39,15,4
session_2413,checkout,3,2025-07-20 07:38:29,50,4
session_2413,confirmation,4,2025-07-20 07:39:32,63,0
session_2414,home,0,2025-01-01 17:01:33,128,0
session_2414,product_page,1,2025-01-01 17:02:32,59,0
session_2414,cart,2,2025-01-01 17:03:18,46,0
session_2414,checkout,3,2025-01-01 17:04:11,53,1
session_2414,confirmation,4,2025-01-01 17:04:38,27,0
session_2415,home,0,2025-01-12 02:13:57,149,0
session_2416,home,0,2025-04-10 20:35:16,22,0
session_2416,product_page,1,2025-04-10 20:36:52,96,3
session_2416,cart,2,2025-04-10 20:39:46,174,3
session_2416,checkout,3,2025-04-10 20:41:35,109,3
session_2416,confirmation,4,2025-04-10 20:44:07,152,0
session_2417,home,0,2025-01-30 12:45:06,132,0
session_2417,product_page,1,2025-01-30 12:45:22,16,5
session_2417,cart,2,2025-01-30 12:47:27,125,5
session_2417,checkout,3,2025-01-30 12:48:22,55,5
session_2417,confirmation,4,2025-01-30 12:49:55,93,0
session_2418,home,0,2025-08-19 05:05:24,124,0
session_2418,product_page,1,2025-08-19 05:06:12,48,1
session_2419,home,0,2025-06-25 04:02:55,27,0
session_2420,home,0,2025-01-01 05:21:25,63,0
session_2420,product_page,1,2025-01-01 05:24:24,179,2
session_2420,cart,2,2025-01-01 05:25:10,46,2
session_2420,checkout,3,2025-01-01 05:25:37,27,2
session_2420,confirmation,4,2025-01-01 05:27:46,129,0
session_2421,home,0,2025-06-23 04:18:28,61,0
session_2421,product_page,1,2025-06-23 04:18:51,23,2
session_2422,home,0,2025-05-30 04:03:48,144,0
session_2422,product_page,1,2025-05-30 04:04:37,49,3
session_2423,home,0,2025-03-06 17:08:54,15,0
session_2423,product_page,1,2025-03-06 17:09:24,30,3
session_2424,home,0,2025-05-24 03:12:27,89,0
session_2424,product_page,1,2025-05-24 03:15:19,172,0
session_2424,cart,2,2025-05-24 03:17:47,148,1
session_2424,checkout,3,2025-05-24 03:18:45,58,1
session_2424,confirmation,4,2025-05-24 03:20:35,110,0
session_2425,home,0,2025-03-28 02:52:11,146,0
session_2425,product_page,1,2025-03-28 02:54:09,118,3
session_2425,cart,2,2025-03-28 02:55:26,77,3
session_2426,home,0,2025-08-09 11:55:58,134,0
session_2427,home,0,2025-01-29 00:53:06,28,0
session_2427,product_page,1,2025-01-29 00:53:58,52,1
session_2427,cart,2,2025-01-29 00:56:48,170,1
session_2427,checkout,3,2025-01-29 00:58:27,99,1
session_2427,confirmation,4,2025-01-29 01:00:51,144,0
session_2428,home,0,2025-04-08 21:22:33,27,0
session_2428,product_page,1,2025-04-08 21:24:56,143,1
session_2428,cart,2,2025-04-08 21:27:55,179,1
session_2429,home,0,2025-01-22 08:26:08,103,0
session_2429,product_page,1,2025-01-22 08:27:23,75,0
session_2430,home,0,2025-05-28 17:48:15,77,0
session_2430,product_page,1,2025-05-28 17:50:06,111,0
session_2431,home,0,2025-02-26 19:48:05,158,0
session_2431,product_page,1,2025-02-26 19:48:53,48,4
session_2432,home,0,2025-07-08 22:03:40,21,0
session_2432,product_page,1,2025-07-08 22:06:38,178,0
session_2433,home,0,2025-05-04 08:27:13,106,0
session_2433,product_page,1,2025-05-04 08:27:53,40,0
session_2433,cart,2,2025-05-04 08:30:38,165,5
session_2434,home,0,2025-02-18 15:58:39,116,0
session_2435,home,0,2025-06-15 21:16:58,19,0
session_2436,home,0,2025-01-22 19:19:09,86,0
session_2437,home,0,2025-02-03 19:36:14,38,0
session_2437,product_page,1,2025-02-03 19:37:05,51,5
session_2437,cart,2,2025-02-03 19:38:02,57,5
session_2438,home,0,2025-05-12 11:50:05,178,0
session_2439,home,0,2025-03-25 02:05:46,112,0
session_2440,home,0,2025-06-04 04:47:01,121,0
session_2440,product_page,1,2025-06-04 04:47:53,52,0
session_2441,home,0,2025-06-07 17:20:43,30,0
session_2441,product_page,1,2025-06-07 17:21:52,69,1
session_2441,cart,2,2025-06-07 17:22:29,37,1
session_2442,home,0,2025-03-06 06:09:39,167,0
session_2442,product_page,1,2025-03-06 06:12:05,146,5
session_2443,home,0,2025-04-13 04:13:42,133,0
session_2444,home,0,2025-08-09 01:11:57,60,0
session_2445,home,0,2025-01-18 00:40:55,54,0
session_2446,home,0,2025-04-29 15:08:16,50,0
session_2447,home,0,2025-04-20 00:41:22,52,0
session_2448,home,0,2025-02-12 13:47:31,143,0
session_2448,product_page,1,2025-02-12 13:48:40,69,4
session_2449,home,0,2025-08-09 20:40:46,82,0
session_2449,product_page,1,2025-08-09 20:41:14,28,2
session_2449,cart,2,2025-08-09 20:41:59,45,2
session_2450,home,0,2025-02-19 08:45:11,114,0
session_2450,product_page,1,2025-02-19 08:46:53,102,2
session_2450,cart,2,2025-02-19 08:49:41,168,2
session_2450,checkout,3,2025-02-19 08:50:27,46,2
session_2451,home,0,2025-04-03 14:01:54,151,0
session_2451,product_page,1,2025-04-03 14:02:50,56,5
session_2451,cart,2,2025-04-03 14:05:43,173,5
session_2451,checkout,3,2025-04-03 14:06:10,27,5
session_2452,home,0,2025-02-11 09:33:26,132,0
session_2452,product_page,1,2025-02-11 09:34:20,54,0
session_2452,cart,2,2025-02-11 09:36:11,111,4
session_2452,checkout,3,2025-02-11 09:37:58,107,4
session_2452,confirmation,4,2025-02-11 09:39:01,63,0
session_2453,home,0,2025-02-15 14:32:11,101,0
session_2454,home,0,2025-07-25 04:58:26,85,0
session_2454,product_page,1,2025-07-25 05:01:20,174,0
session_2455,home,0,2025-01-11 09:00:02,97,0
session_2455,product_page,1,2025-01-11 09:00:18,16,5
session_2456,home,0,2025-01-13 19:42:05,177,0
session_2456,product_page,1,2025-01-13 19:43:41,96,5
session_2456,cart,2,2025-01-13 19:46:24,163,5
session_2456,checkout,3,2025-01-13 19:49:13,169,5
session_2456,confirmation,4,2025-01-13 19:51:13,120,0
session_2457,home,0,2025-01-23 15:12:44,71,0
session_2457,product_page,1,2025-01-23 15:14:35,111,0
session_2458,home,0,2025-07-19 03:30:35,46,0
session_2459,home,0,2025-06-02 05:16:11,49,0
session_2459,product_page,1,2025-06-02 05:16:47,36,5
session_2460,home,0,2025-05-28 15:35:33,71,0
session_2460,product_page,1,2025-05-28 15:38:24,171,0
session_2461,home,0,2025-07-27 16:49:12,89,0
session_2462,home,0,2025-01-23 19:01:00,39,0
session_2462,product_page,1,2025-01-23 19:03:11,131,1
session_2463,home,0,2025-05-10 00:48:40,162,0
session_2463,product_page,1,2025-05-10 00:49:07,27,0
session_2464,home,0,2025-04-02 07:44:48,30,0
session_2465,home,0,2025-08-17 05:50:53,165,0
session_2465,product_page,1,2025-08-17 05:53:47,174,0
session_2466,home,0,2025-07-14 13:46:55,150,0
session_2467,home,0,2025-01-17 04:53:31,109,0
session_2467,product_page,1,2025-01-17 04:54:26,55,0
session_2468,home,0,2025-06-07 04:15:16,79,0
session_2468,product_page,1,2025-06-07 04:16:08,52,0
session_2468,cart,2,2025-06-07 04:17:03,55,4
session_2468,checkout,3,2025-06-07 04:17:50,47,4
session_2468,confirmation,4,2025-06-07 04:20:17,147,0
session_2469,home,0,2025-02-26 05:38:30,45,0
session_2469,product_page,1,2025-02-26 05:40:10,100,0
session_2470,home,0,2025-08-28 00:48:58,158,0
session_2470,product_page,1,2025-08-28 00:49:50,52,1
session_2470,cart,2,2025-08-28 00:52:46,176,1
session_2470,checkout,3,2025-08-28 00:53:24,38,1
session_2470,confirmation,4,2025-08-28 00:55:09,105,0
session_2471,home,0,2025-01-19 03:58:49,117,0
session_2471,product_page,1,2025-01-19 04:01:03,134,0
session_2472,home,0,2025-07-24 12:48:34,31,0
session_2472,product_page,1,2025-07-24 12:51:09,155,0
session_2472,cart,2,2025-07-24 12:54:06,177,0
session_2472,checkout,3,2025-07-24 12:56:56,170,3
session_2472,confirmation,4,2025-07-24 12:59:42,166,0
session_2473,home,0,2025-02-16 03:16:06,143,0
session_2473,product_page,1,2025-02-16 03:17:15,69,5
session_2473,cart,2,2025-02-16 03:19:28,133,5
session_2473,checkout,3,2025-02-16 03:21:50,142,5
session_2473,confirmation,4,2025-02-16 03:22:09,19,0
session_2474,home,0,2025-01-12 20:18:03,58,0
session_2474,product_page,1,2025-01-12 20:18:23,20,3
session_2475,home,0,2025-04-12 18:19:10,164,0
session_2475,product_page,1,2025-04-12 18:21:02,112,4
session_2476,home,0,2025-02-03 07:54:22,32,0
session_2476,product_page,1,2025-02-03 07:55:37,75,0
session_2477,home,0,2025-02-23 20:57:29,70,0
session_2477,product_page,1,2025-02-23 20:59:46,137,0
session_2477,cart,2,2025-02-23 21:02:25,159,5
session_2477,checkout,3,2025-02-23 21:04:00,95,5
session_2477,confirmation,4,2025-02-23 21:04:48,48,0
session_2478,home,0,2025-07-18 17:42:08,114,0
session_2479,home,0,2025-01-31 07:35:40,130,0
session_2479,product_page,1,2025-01-31 07:37:17,97,1
session_2480,home,0,2025-02-07 09:43:19,163,0
session_2480,product_page,1,2025-02-07 09:44:59,100,5
session_2481,home,0,2025-03-23 14:34:35,81,0
session_2481,product_page,1,2025-03-23 14:37:12,157,3
session_2482,home,0,2025-07-22 01:15:30,57,0
session_2482,product_page,1,2025-07-22 01:16:21,51,2
session_2483,home,0,2025-05-25 08:27:59,173,0
session_2483,product_page,1,2025-05-25 08:30:28,149,0
session_2484,home,0,2025-08-28 13:19:16,74,0
session_2484,product_page,1,2025-08-28 13:20:17,61,1
session_2485,home,0,2025-07-18 09:55:00,21,0
session_2486,home,0,2025-07-01 06:27:01,123,0
session_2486,product_page,1,2025-07-01 06:29:50,169,1
session_2487,home,0,2025-04-26 17:19:58,110,0
session_2487,product_page,1,2025-04-26 17:20:56,58,0
session_2487,cart,2,2025-04-26 17:21:45,49,0
session_2488,home,0,2025-08-14 00:19:55,66,0
session_2488,product_page,1,2025-08-14 00:21:21,86,0
session_2488,cart,2,2025-08-14 00:23:33,132,0
session_2488,checkout,3,2025-08-14 00:24:44,71,2
session_2488,confirmation,4,2025-08-14 00:25:57,73,0
session_2489,home,0,2025-05-22 04:10:53,16,0
session_2489,product_page,1,2025-05-22 04:13:01,128,4
session_2489,cart,2,2025-05-22 04:14:50,109,4
session_2489,checkout,3,2025-05-22 04:15:24,34,4
session_2489,confirmation,4,2025-05-22 04:17:12,108,0
session_2490,home,0,2025-06-30 20:44:47,15,0
session_2490,product_page,1,2025-06-30 20:47:23,156,0
session_2491,home,0,2025-03-26 07:25:54,25,0
session_2491,product_page,1,2025-03-26 07:27:43,109,0
session_2492,home,0,2025-03-01 21:45:23,114,0
session_2492,product_page,1,2025-03-01 21:48:11,168,0
session_2492,cart,2,2025-03-01 21:49:19,68,4
session_2493,home,0,2025-01-13 15:48:24,143,0
session_2493,product_page,1,2025-01-13 15:49:12,48,3
session_2493,cart,2,2025-01-13 15:50:02,50,3
session_2494,home,0,2025-08-03 06:57:23,159,0
session_2494,product_page,1,2025-08-03 06:58:08,45,0
session_2494,cart,2,2025-08-03 06:58:24,16,5
session_2495,home,0,2025-07-02 13:25:35,141,0
session_2496,home,0,2025-01-19 21:51:07,76,0
session_2496,product_page,1,2025-01-19 21:53:55,168,0
session_2496,cart,2,2025-01-19 21:54:51,56,3
session_2496,checkout,3,2025-01-19 21:55:44,53,3
